[1,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:[0,0;0]:
[0,0;0]:[67,-23;16]:[-15,-79;18]:[1,3;17]:[5,12;13]:[33,7;17]:[117,57;19]:[5,25;17]:[-27,-38;16]:[1,0;11]:[1,9;14]:[11,-3;13]:[-7,-9;14]:[45,13;18]:[-3,23;17]:[41,33;19]:[-5,-5;13]:[-3,-41;17]:[-13,41;17]:[-65,7;18]:[-1,5;14]:[-49,-13;18]:[-5,2;17]:[-45,11;19]:[-11,-15;14]:[-1,-3;13]:[9,3;13]:[-5,11;14]:[3,0;13]:[-5,-47;17]:[31,-29;19]:[-29,12;17]:[-39,-59;19]:[-5,5;13]:[-5,-3;13]:[11,-5;14]:[-71,59;18]:[1,-1;14]:[1,-6;11]:[5,-2;11]:[1,-1;13]:[77,5;19]:[23,38;17]:[27,-3;18]:[3,40;17]:[-1,-4;13]:[-1,1;11]:[1,1;10]:[-1,4;11]:[11,-81;19]:[-1,6;17]:[65,11;18]:[3,9;14]:[-49,21;18]:[13,1;14]:[-39,21;17]:[-87,81;19]:[5,1;10]:[11,-3;13]:[1,5;14]:[-1,0;13]:[-21,-16;17]:[-15,-9;15]:[-7,1;12]:
[0,0;0]:[-3,-4;12]:[-7,9;14]:[-1,2;13]:[1,-8;12]:[7,-2;13]:[3,1;9]:[21,10;14]:[7,-8;12]:[-7,-4;13]:[-9,-1;11]:[-13,2;14]:[-3,-6;11]:[-7,1;12]:[3,-2;14]:[-5,4;13]:[-7,5;12]:[7,5;13]:[-3,-6;13]:[3,3;14]:[-7,-4;11]:[-3,1;11]:[-5,6;14]:[-1,2;10]:[-1,1;10]:[5,1;10]:[5,14;14]:[1,1;11]:[-9,0;12]:[1,-4;13]:[-7,-2;13]:[-7,-10;14]:[1,0;11]:[11,-2;14]:[-5,-4;11]:[11,6;13]:[-9,3;14]:[9,9;13]:[3,-1;9]:[-5,2;9]:[-25,2;14]:[5,6;13]:[1,-1;10]:[1,-4;9]:[5,-3;12]:[-5,0;14]:[-1,1;6]:[-11,6;13]:[7,-2;14]:[1,0;8]:[-3,-2;11]:[-1,0;12]:[-1,-5;13]:[1,9;14]:[-3,-1;10]:[7,-1;13]:[3,-2;13]:[5,6;14]:[-5,0;11]:[-3,10;13]:[-5,0;14]:[-1,4;12]:[-1,-2;11]:[7,1;12]:
[0,0;0]:[-19,8;15]:[-3,-28;17]:[-27,-10;16]:[13,-15;15]:[-19,-26;16]:[11,41;17]:[35,-25;17]:[7,7;15]:[-25,-21;16]:[3,3;13]:[41,-13;17]:[-1,0;8]:[-33,-16;16]:[21,7;17]:[-11,-20;17]:[15,6;15]:[-5,-12;16]:[-29,-10;16]:[-49,0;17]:[5,4;12]:[-33,15;16]:[-11,19;17]:[33,3;17]:[-5,-6;13]:[-1,3;12]:[-25,13;17]:[-7,3;13]:[-21,-1;15]:[39,6;16]:[55,-32;17]:[-1,-5;17]:[45,17;17]:[21,-7;17]:[-3,4;14]:[-17,-5;16]:[51,-46;17]:[-31,10;16]:[-9,3;12]:[-17,-5;13]:[1,33;17]:[11,-16;17]:[21,2;15]:[-1,3;16]:[11,-4;13]:[17,37;17]:[-5,1;11]:[-9,-7;16]:[5,17;17]:[35,-11;17]:[13,17;15]:[-5,-20;16]:[-29,10;16]:[37,10;17]:[-7,3;12]:[-21,14;16]:[75,-14;17]:[7,55;17]:[-3,-8;14]:[17,-11;16]:[17,-11;17]:[-31,-12;14]:[-1,8;14]:[13,-7;15]:
[0,0;0]:[-15,2;15]:[-3,36;17]:[-55,-4;16]:[-5,-7;15]:[5,14;16]:[17,-37;17]:[35,9;17]:[15,-9;15]:[9,11;16]:[5,-3;13]:[-1,-9;17]:[1,0;9]:[-35,-2;16]:[5,25;17]:[19,38;17]:[5,16;15]:[27,-20;16]:[-1,-8;16]:[-17,-16;17]:[-1,-2;12]:[-7,-23;16]:[-27,-11;17]:[27,-31;17]:[-5,4;13]:[1,-1;12]:[49,-23;17]:[-1,1;13]:[13,7;15]:[15,6;16]:[25,-10;17]:[31,-35;17]:[-57,-5;17]:[-37,-31;17]:[3,2;14]:[1,11;16]:[-61,-14;17]:[-37,28;16]:[5,1;12]:[1,-3;13]:[31,25;17]:[-3,-46;17]:[-9,-6;15]:[-7,1;16]:[-3,16;13]:[-17,5;17]:[-1,-1;11]:[1,-3;16]:[11,25;17]:[57,-37;17]:[39,17;15]:[25,22;16]:[-31,16;16]:[-43,-22;17]:[3,-1;12]:[11,-2;16]:[13,-28;17]:[57,31;17]:[3,-2;14]:[15,-11;16]:[-17,21;17]:[17,10;14]:[11,-10;14]:[-11,29;15]:
[0,0;0]:[15,-1;14]:[31,3;16]:[31,-5;15]:[1,3;14]:[-9,-45;15]:[3,2;14]:[-23,7;16]:[-5,10;14]:[3,1;15]:[-3,-1;12]:[29,-3;16]:[-3,-1;10]:[-29,-9;14]:[3,3;16]:[-17,8;15]:[-1,-4;14]:[9,-9;15]:[9,-27;15]:[-35,1;16]:[-5,1;11]:[-1,1;10]:[-33,-3;16]:[-1,-10;14]:[5,1;12]:[-3,-5;11]:[3,3;16]:[-1,-1;12]:[-9,-3;14]:[5,-23;15]:[-31,-6;15]:[1,17;16]:[3,-5;11]:[1,-1;16]:[-3,-2;13]:[-5,-7;15]:[9,9;16]:[5,-8;15]:[-9,1;11]:[13,-1;12]:[13,-1;16]:[-5,-21;15]:[5,-4;12]:[3,-2;12]:[-21,-2;14]:[5,-1;16]:[-1,1;10]:[11,-1;15]:[1,-1;16]:[-5,-1;13]:[-17,7;13]:[25,-7;14]:[-9,12;15]:[-17,-5;16]:[-5,-3;10]:[-11,-11;15]:[-15,1;15]:[43,1;16]:[-3,2;13]:[5,7;15]:[5,15;16]:[5,3;14]:[-3,-7;13]:[1,-11;14]:
[0,0;0]:[15,-8;15]:[-7,-4;17]:[-39,-6;16]:[5,-1;14]:[37,-2;16]:[-69,85;18]:[-7,-3;13]:[-9,11;15]:[13,-5;15]:[-3,5;13]:[31,-1;16]:[-11,-1;13]:[-29,39;17]:[-5,6;14]:[-37,3;18]:[3,-14;14]:[21,0;16]:[-13,-22;16]:[-17,40;17]:[-3,-3;13]:[13,39;17]:[-1,-16;15]:[-11,-25;18]:[-3,-2;13]:[5,3;12]:[1,1;16]:[-1,-5;13]:[3,-7;14]:[-49,-2;16]:[-43,57;18]:[-19,5;15]:[59,9;18]:[-9,11;16]:[1,-5;13]:[7,-13;15]:[45,20;17]:[9,-10;15]:[-3,1;11]:[13,-1;12]:[19,27;16]:[3,55;18]:[-11,-8;16]:[-15,9;17]:[-1,-18;16]:[7,5;16]:[-1,-2;10]:[21,13;15]:[19,-17;16]:[41,47;18]:[69,14;16]:[-41,-35;17]:[-13,14;15]:[-13,-28;17]:[-1,3;13]:[-3,46;16]:[-1,-49;18]:[9,1;16]:[1,-1;13]:[9,13;15]:[7,21;16]:[19,8;16]:[5,-4;14]:[-15,5;14]:
[0,0;0]:[-15,-5;14]:[13,-9;16]:[-9,9;15]:[-9,-1;10]:[-15,1;15]:[-19,9;17]:[-13,1;15]:[-3,-4;14]:[-5,-3;12]:[1,0;12]:[9,3;13]:[1,-7;12]:[-7,9;16]:[-1,13;15]:[-11,-11;17]:[1,0;9]:[-19,-3;15]:[-3,11;15]:[-5,1;16]:[-1,11;12]:[-25,19;16]:[13,-6;15]:[-37,-21;17]:[7,-1;12]:[5,-4;11]:[3,-3;13]:[15,8;12]:[-7,3;10]:[3,-13;15]:[-45,-1;17]:[17,10;15]:[-3,9;17]:[1,-3;13]:[3,3;11]:[1,0;5]:[-39,-7;16]:[-5,3;12]:[-1,0;6]:[1,1;11]:[13,1;13]:[37,5;17]:[-9,-14;15]:[3,-15;16]:[13,10;15]:[-5,-19;13]:[0,0;0]:[3,-1;12]:[-1,-5;13]:[-25,3;17]:[-13,10;15]:[-35,3;16]:[7,-5;12]:[-1,-1;16]:[1,-1;12]:[17,-1;15]:[1,-23;17]:[-11,1;13]:[-1,3;11]:[-1,1;8]:[-5,13;13]:[1,-14;15]:[-5,1;13]:[5,-2;12]:
[0,0;0]:[3,-3;13]:[-15,-5;15]:[11,5;14]:[-9,13;13]:[-7,-7;14]:[7,-5;14]:[-19,23;15]:[-7,2;13]:[-3,-3;14]:[-1,-9;11]:[15,17;15]:[-1,0;10]:[1,-2;12]:[7,-1;15]:[1,0;10]:[5,-4;13]:[-13,-13;14]:[13,3;14]:[-5,17;15]:[1,0;8]:[5,-6;13]:[23,9;15]:[1,-1;14]:[3,3;11]:[-1,1;10]:[-23,-17;15]:[-3,-9;11]:[1,19;13]:[7,-1;14]:[-3,1;11]:[17,1;15]:[7,2;14]:[39,-7;15]:[5,0;12]:[17,-1;14]:[-1,-19;15]:[-3,2;14]:[1,1;10]:[-1,0;9]:[-13,-7;15]:[17,0;13]:[-3,-4;12]:[-7,-2;13]:[7,-3;13]:[-5,7;15]:[-1,1;9]:[21,-9;14]:[31,-7;15]:[7,4;14]:[3,1;10]:[-1,-2;12]:[3,-2;14]:[-23,-9;15]:[-1,-1;9]:[3,1;14]:[-5,1;13]:[13,7;15]:[5,0;12]:[15,1;14]:[-5,-9;15]:[9,-6;13]:[5,-5;12]:[-15,5;13]:
[0,0;0]:[-3,10;15]:[-75,12;17]:[7,12;16]:[19,-1;14]:[37,-22;16]:[-33,13;18]:[-5,-1;11]:[15,7;15]:[15,-21;15]:[1,-1;13]:[-11,-5;16]:[1,-1;13]:[-5,-37;17]:[-3,8;14]:[-29,15;18]:[1,-4;14]:[5,-4;16]:[-11,-8;16]:[11,0;17]:[1,-3;13]:[-7,15;17]:[-23,-2;15]:[17,15;18]:[-5,6;13]:[1,3;12]:[11,-11;16]:[-21,5;13]:[-19,1;14]:[23,2;16]:[13,13;18]:[25,19;15]:[-29,5;18]:[-11,-1;16]:[-9,9;13]:[25,31;15]:[21,4;17]:[7,16;15]:[-3,-3;11]:[5,1;12]:[-7,7;16]:[95,31;18]:[9,0;16]:[13,25;17]:[-19,20;16]:[45,-27;16]:[-1,1;10]:[-41,1;15]:[65,3;16]:[1,-29;18]:[5,-2;16]:[31,17;17]:[-11,-4;15]:[-21,-4;17]:[19,-1;13]:[-11,-6;16]:[-5,-25;18]:[-13,-11;16]:[-9,-3;13]:[-1,-7;15]:[45,21;16]:[37,-22;16]:[7,2;14]:[15,2;14]:
[0,0;0]:[-17,-4;16]:[47,42;18]:[21,-6;17]:[-7,1;15]:[63,40;17]:[13,73;19]:[-11,11;14]:[9,7;16]:[-7,11;16]:[7,-6;14]:[75,7;17]:[-17,5;14]:[65,3;18]:[21,3;15]:[-23,-1;19]:[7,-2;15]:[7,2;17]:[15,-14;17]:[-47,10;18]:[3,15;14]:[-53,11;18]:[1,-2;16]:[-45,107;19]:[17,12;14]:[21,-2;13]:[5,9;17]:[9,-2;14]:[-17,-25;15]:[-43,4;17]:[-9,-11;19]:[33,17;16]:[9,41;19]:[-17,5;17]:[1,11;14]:[-37,5;16]:[23,2;18]:[-15,-34;16]:[5,0;12]:[3,3;13]:[-45,-11;17]:[45,7;19]:[-17,22;17]:[-17,25;18]:[-69,30;17]:[19,41;17]:[-1,1;7]:[9,-31;16]:[19,1;17]:[-61,7;19]:[3,16;17]:[37,69;18]:[3,6;16]:[9,-34;18]:[-3,-11;14]:[-17,4;17]:[-31,7;19]:[1,15;17]:[1,7;14]:[13,-5;16]:[19,-55;17]:[-13,8;17]:[-27,24;15]:[1,2;15]:
[0,0;0]:[5,-7;16]:[-63,-15;18]:[-31,-27;17]:[37,-15;16]:[29,19;17]:[-25,22;16]:[19,-9;18]:[41,-10;16]:[-13,-9;17]:[13,3;14]:[5,-9;18]:[9,-3;13]:[-35,-9;16]:[-31,23;18]:[53,18;17]:[-9,-2;16]:[-25,9;17]:[-17,-5;17]:[-45,35;18]:[-1,6;12]:[7,-8;13]:[-27,-3;18]:[23,-10;16]:[7,13;14]:[3,1;13]:[-117,-55;18]:[3,3;14]:[-5,15;16]:[-17,-19;17]:[35,-20;17]:[27,-19;18]:[7,-3;14]:[-79,53;18]:[-23,-10;15]:[23,-5;17]:[-17,-41;18]:[-7,-6;17]:[-11,1;13]:[3,15;14]:[21,-19;18]:[-15,7;17]:[27,2;14]:[-19,-12;14]:[7,8;16]:[21,1;18]:[3,-4;12]:[27,-67;17]:[-39,-59;18]:[-15,18;15]:[-3,-11;15]:[-13,-17;16]:[59,10;17]:[41,21;18]:[1,-1;11]:[-45,-5;17]:[-13,-35;17]:[27,-13;18]:[-23,-6;15]:[-15,5;17]:[21,-47;18]:[-7,27;16]:[15,-17;15]:[15,-15;16]:
[0,0;0]:[-53,6;16]:[-13,38;18]:[-13,-36;17]:[-29,9;16]:[27,-20;17]:[-79,-21;18]:[-3,-21;18]:[-27,-9;16]:[17,23;17]:[-3,-2;14]:[-89,3;18]:[-1,-1;10]:[33,-52;17]:[43,-17;18]:[3,20;18]:[-11,0;16]:[5,26;17]:[-27,0;17]:[-15,30;18]:[3,2;13]:[13,-39;17]:[-37,35;18]:[51,33;18]:[-15,0;14]:[3,4;13]:[9,29;18]:[-13,-4;14]:[-3,-9;16]:[-47,16;17]:[-31,-72;18]:[49,-17;18]:[47,-25;18]:[35,77;18]:[-1,2;15]:[9,-1;17]:[-107,-36;18]:[19,-28;17]:[-13,1;13]:[1,5;14]:[-81,5;18]:[29,-4;18]:[39,14;16]:[21,49;17]:[-25,2;14]:[-17,-39;18]:[-3,4;12]:[-15,17;17]:[-13,-43;18]:[-23,3;18]:[11,23;16]:[-19,-20;17]:[41,-24;17]:[-61,-40;18]:[1,5;13]:[-19,-16;17]:[117,-22;18]:[9,-29;18]:[-1,-2;15]:[-17,1;17]:[-17,9;18]:[-17,12;15]:[-7,6;15]:[-41,13;16]:
[0,0;0]:[17,45;16]:[35,-19;18]:[-13,-21;17]:[3,0;12]:[11,23;17]:[27,35;19]:[-55,37;17]:[11,12;16]:[-1,1;14]:[7,7;14]:[-5,1;15]:[3,5;14]:[-77,-29;18]:[-67,47;17]:[-81,31;19]:[-1,-2;12]:[23,-45;17]:[-7,-23;17]:[93,67;18]:[17,-1;14]:[41,49;18]:[-33,8;17]:[-83,57;19]:[-1,1;14]:[13,3;13]:[13,-1;15]:[-3,5;14]:[1,4;12]:[-71,9;17]:[25,-131;19]:[-13,6;17]:[47,39;19]:[-5,1;15]:[-3,0;13]:[1,3;11]:[-13,-17;18]:[7,-2;13]:[-1,3;11]:[-1,-4;10]:[-13,5;15]:[-141,-5;19]:[17,-42;17]:[29,63;18]:[9,36;17]:[-5,-7;15]:[1,-1;11]:[-5,1;14]:[-3,11;15]:[61,-19;19]:[-23,-22;17]:[-17,45;18]:[-3,6;13]:[-11,-47;18]:[-13,-1;14]:[19,13;17]:[7,7;19]:[-29,9;15]:[5,0;13]:[-1,-2;11]:[-5,-15;15]:[-7,-24;17]:[-5,-21;15]:[-3,2;13]:
[0,0;0]:[-5,-16;16]:[11,30;18]:[9,6;17]:[-11,13;15]:[-5,28;17]:[33,17;19]:[-9,-3;14]:[-11,-9;16]:[13,-29;16]:[-5,-4;14]:[7,-41;17]:[27,-7;14]:[-27,3;18]:[13,5;15]:[-19,-17;19]:[3,2;15]:[19,6;17]:[11,-10;17]:[53,6;18]:[23,-5;14]:[-105,-45;18]:[1,6;16]:[-97,51;19]:[5,0;14]:[-3,0;13]:[9,-7;17]:[13,-12;14]:[3,11;15]:[-23,0;17]:[-45,21;19]:[-15,-3;16]:[-19,65;19]:[35,9;17]:[13,-9;14]:[-33,-7;16]:[99,6;18]:[45,18;16]:[-3,2;12]:[-5,3;13]:[39,9;17]:[97,-25;19]:[19,-6;17]:[27,-23;18]:[-1,26;17]:[31,-7;17]:[1,-1;9]:[-19,9;16]:[-9,-11;17]:[79,31;19]:[-41,12;17]:[9,-3;18]:[39,18;16]:[-3,-38;18]:[-23,1;14]:[-85,16;17]:[37,-9;19]:[-3,11;17]:[13,19;14]:[9,-41;16]:[31,57;17]:[-9,-4;17]:[-7,4;15]:[45,2;15]:
[0,0;0]:[-35,-17;16]:[25,-21;18]:[65,31;17]:[1,-31;16]:[-19,-19;17]:[-19,10;15]:[-37,11;18]:[13,-28;16]:[-17,-41;17]:[17,11;14]:[-23,-1;18]:[-5,-5;13]:[15,8;16]:[49,-21;18]:[-9,-5;17]:[-13,10;16]:[31,19;17]:[31,25;17]:[107,9;18]:[-7,3;12]:[9,9;15]:[13,-91;18]:[11,-3;15]:[-17,7;14]:[3,-3;13]:[-89,1;18]:[-9,3;14]:[15,-1;16]:[15,11;17]:[-7,19;17]:[-21,5;18]:[3,-7;16]:[5,29;18]:[-3,6;15]:[27,-5;17]:[-57,33;18]:[-35,22;17]:[-19,5;13]:[-1,-5;14]:[9,-11;18]:[-13,16;17]:[3,-1;12]:[15,24;15]:[9,4;16]:[-7,65;18]:[-9,-2;12]:[23,-27;17]:[-35,-35;18]:[-13,18;16]:[-15,20;15]:[33,12;16]:[39,-2;17]:[17,11;18]:[-1,0;8]:[35,5;17]:[21,-30;17]:[23,59;18]:[-3,-6;15]:[-3,-27;17]:[-7,-47;18]:[59,-13;16]:[-25,-7;15]:[-5,1;16]:
[0,0;0]:[-3,6;16]:[-43,-74;18]:[-59,40;17]:[5,-5;16]:[45,24;17]:[-41,-19;18]:[-53,-23;18]:[11,-11;16]:[7,-35;17]:[-5,0;14]:[17,9;18]:[-1,0;10]:[31,-44;17]:[13,77;18]:[-3,-28;18]:[-5,-12;16]:[19,42;17]:[-61,-20;17]:[7,-10;18]:[-7,2;13]:[-21,-9;17]:[-3,57;18]:[-59,-41;18]:[-1,-4;14]:[-7,-2;13]:[-65,23;18]:[13,6;14]:[11,5;16]:[7,76;17]:[-97,-32;18]:[87,-43;18]:[-71,41;18]:[5,-33;18]:[1,-22;15]:[-1,-11;17]:[-13,-8;18]:[-19,-16;17]:[9,-1;13]:[-9,-5;14]:[9,-25;18]:[3,36;18]:[-15,2;16]:[3,-9;17]:[-7,-2;14]:[9,51;18]:[3,-2;12]:[39,3;17]:[-43,23;18]:[-1,29;18]:[21,-15;16]:[19,44;17]:[-9,4;17]:[85,-44;18]:[-5,7;13]:[-5,4;17]:[27,6;18]:[-33,-15;18]:[1,14;15]:[-7,11;17]:[9,3;18]:[-15,24;15]:[-1,-10;15]:[-23,-25;16]:
[0,0;0]:[31,-7;16]:[53,17;18]:[-27,-21;17]:[-5,-6;13]:[5,-1;17]:[33,45;19]:[-11,25;17]:[1,6;16]:[3,2;12]:[-3,-7;14]:[5,-1;10]:[-3,-5;14]:[57,-23;18]:[-43,79;17]:[-43,-51;19]:[5,-1;13]:[-111,7;17]:[-1,-15;17]:[-37,-9;18]:[3,1;14]:[3,15;18]:[27,6;17]:[-25,-57;19]:[-7,-7;14]:[3,-3;13]:[-5,-2;10]:[-1,-5;14]:[-3,2;13]:[7,9;17]:[51,-25;19]:[11,-8;17]:[133,-55;19]:[-1,1;8]:[-1,3;13]:[-3,1;14]:[45,-5;18]:[7,3;14]:[1,0;11]:[-1,0;11]:[1,-1;11]:[25,1;19]:[11,70;17]:[63,65;18]:[-17,32;17]:[-1,0;12]:[-1,1;11]:[5,-3;12]:[7,-5;13]:[-81,11;19]:[-13,-34;17]:[-3,-33;18]:[-11,-3;14]:[91,-11;18]:[-7,5;14]:[13,-3;17]:[37,45;19]:[-1,-1;13]:[-1,3;13]:[-1,-1;14]:[3,0;12]:[71,80;17]:[5,-9;15]:[-9,10;12]:
[0,0;0]:[1,-11;13]:[-21,3;15]:[7,1;14]:[3,2;11]:[-3,3;14]:[3,3;16]:[1,12;14]:[7,12;13]:[1,2;12]:[-1,-2;10]:[3,2;13]:[-3,1;10]:[-13,3;15]:[1,-12;14]:[-9,11;16]:[-5,7;11]:[-5,-7;14]:[13,-1;14]:[-19,5;15]:[-3,1;10]:[9,5;15]:[-1,-15;14]:[5,-15;16]:[1,-1;11]:[-3,0;9]:[-3,2;13]:[1,2;10]:[-3,-2;11]:[-13,9;14]:[17,-23;16]:[7,1;14]:[-9,-17;16]:[5,8;13]:[-3,-1;10]:[5,2;12]:[-25,9;15]:[-1,6;12]:[1,3;8]:[5,0;10]:[-7,4;13]:[-5,-9;16]:[13,2;14]:[25,3;15]:[-1,8;14]:[-1,2;13]:[0,0;0]:[5,0;12]:[9,-4;13]:[13,21;16]:[29,6;14]:[11,-3;15]:[1,12;12]:[17,15;15]:[1,-4;11]:[23,-9;14]:[39,3;16]:[-21,0;13]:[5,-1;10]:[-5,-2;12]:[-1,2;13]:[-5,-4;14]:[-1,3;12]:[-1,-1;11]:
[0,0;0]:[17,-18;15]:[-23,-14;17]:[1,-8;16]:[-23,13;15]:[1,-4;16]:[-55,-33;17]:[15,-45;17]:[-17,-3;15]:[19,-9;16]:[-13,-13;13]:[-19,-17;17]:[5,-5;10]:[-11,-18;16]:[17,19;17]:[-61,34;17]:[-29,-2;15]:[-17,-14;16]:[23,-4;16]:[3,-30;17]:[-5,-2;12]:[41,17;16]:[41,-21;17]:[51,5;17]:[-1,4;13]:[3,7;12]:[-29,17;17]:[1,11;13]:[-1,3;15]:[-13,-8;16]:[57,34;17]:[3,3;17]:[27,7;17]:[-23,-19;17]:[1,0;14]:[-29,-1;16]:[39,-24;17]:[13,2;16]:[7,-5;12]:[-5,-9;13]:[-43,21;17]:[9,-26;17]:[15,6;15]:[-31,41;16]:[1,0;11]:[5,9;17]:[7,3;11]:[19,-3;16]:[-23,-11;17]:[-19,-9;17]:[15,-3;15]:[25,6;16]:[7,34;16]:[17,4;17]:[-5,1;12]:[7,4;16]:[-47,-16;17]:[3,19;17]:[1,4;14]:[-19,17;16]:[5,25;17]:[-7,-1;14]:[-5,2;14]:[-3,-3;15]:
[0,0;0]:[7,14;15]:[19,-8;17]:[-17,20;16]:[-23,3;15]:[11,14;16]:[-5,33;17]:[-35,-1;17]:[-7,13;15]:[3,1;16]:[-1,-3;13]:[-75,5;17]:[-1,-2;9]:[-41,-10;16]:[-37,-25;17]:[-15,46;17]:[7,0;15]:[21,-8;16]:[9,24;16]:[-31,4;17]:[-3,2;12]:[-21,11;16]:[-5,-21;17]:[-7,-45;17]:[-3,-12;13]:[-1,3;12]:[-37,27;17]:[-11,5;13]:[-1,-3;15]:[33,-2;16]:[3,38;17]:[33,59;17]:[-3,41;17]:[9,35;17]:[-7,-10;14]:[11,1;16]:[-3,34;17]:[-55,-12;16]:[-5,3;12]:[-5,-1;13]:[-27,11;17]:[31,-6;17]:[-19,-2;15]:[-5,-13;16]:[3,8;13]:[-43,15;17]:[1,3;11]:[27,23;16]:[-39,-21;17]:[19,-31;17]:[-11,7;15]:[-21,14;16]:[11,-16;16]:[11,-30;17]:[5,-7;12]:[-11,-10;16]:[-1,8;17]:[35,-3;17]:[-7,10;14]:[-43,-1;16]:[-43,-1;17]:[7,2;14]:[-3,18;14]:[19,-1;15]:
[0,0;0]:[-13,-2;14]:[19,-4;16]:[-1,12;15]:[-1,9;14]:[-1,-4;15]:[1,15;16]:[25,-21;16]:[-3,-3;14]:[9,11;15]:[5,0;12]:[-1,31;16]:[-3,-4;11]:[-15,8;15]:[-9,-29;16]:[-21,8;16]:[1,-8;14]:[21,12;15]:[1,-16;15]:[-15,0;16]:[3,1;9]:[21,-11;15]:[31,3;16]:[-29,13;16]:[5,-6;12]:[-3,6;11]:[1,-31;16]:[7,-2;12]:[9,7;14]:[-27,12;15]:[-7,-12;16]:[-11,11;16]:[19,-5;16]:[11,5;16]:[3,-4;13]:[21,-1;15]:[-19,22;16]:[11,12;15]:[-3,1;11]:[-5,-3;12]:[-1,-11;16]:[-39,-24;16]:[3,2;14]:[9,1;15]:[1,-7;12]:[-9,-19;16]:[-1,1;10]:[17,-3;15]:[19,13;16]:[21,7;16]:[23,-9;14]:[-7,20;15]:[-7,0;15]:[27,14;16]:[5,4;11]:[-19,-6;15]:[-15,-50;16]:[-31,35;16]:[3,8;13]:[-5,1;15]:[-9,-3;16]:[9,-4;13]:[17,6;13]:[11,3;14]:
[0,0;0]:[33,8;15]:[7,36;17]:[-9,6;16]:[-13,-7;14]:[27,-14;16]:[-11,3;18]:[-9,-3;13]:[9,21;15]:[11,-3;15]:[-5,-5;13]:[9,25;16]:[3,-7;13]:[-19,1;17]:[17,2;14]:[21,37;18]:[5,-2;14]:[43,16;16]:[-3,22;16]:[17,24;17]:[-5,11;13]:[35,1;17]:[33,-12;15]:[91,1;18]:[-13,2;13]:[3,-3;12]:[23,-25;16]:[9,5;13]:[5,15;14]:[-15,18;16]:[59,-33;18]:[-29,-9;15]:[-139,-17;18]:[17,13;16]:[7,-3;13]:[1,5;15]:[51,-4;17]:[-1,10;15]:[-5,-1;11]:[3,1;12]:[21,-3;16]:[45,17;18]:[43,0;16]:[-33,-1;17]:[1,10;16]:[1,3;16]:[1,2;10]:[3,-5;15]:[21,9;16]:[-89,25;18]:[-5,26;16]:[25,-21;17]:[5,-14;15]:[-19,12;17]:[-15,-3;13]:[3,2;16]:[-79,57;18]:[-17,7;16]:[7,-7;13]:[-17,-5;15]:[1,-13;16]:[-19,0;16]:[11,4;14]:[-9,-5;14]:
[0,0;0]:[5,-5;14]:[9,-1;16]:[3,1;15]:[1,2;10]:[13,-15;15]:[-15,21;17]:[-5,9;15]:[1,-8;14]:[-7,3;12]:[-3,-12;12]:[-5,1;13]:[13,-3;12]:[-3,-19;16]:[15,-3;15]:[25,9;17]:[1,1;7]:[-7,5;15]:[1,3;15]:[-33,9;16]:[-5,7;12]:[3,-9;16]:[-11,-2;15]:[23,-17;17]:[3,-1;12]:[1,0;11]:[1,-1;13]:[3,4;12]:[-1,0;10]:[-9,3;15]:[-17,-5;17]:[1,6;15]:[1,5;17]:[-5,-9;13]:[7,-3;11]:[5,-3;10]:[37,33;16]:[-3,3;12]:[-1,0;5]:[-7,1;11]:[-17,-5;13]:[-23,9;17]:[19,2;15]:[-17,-3;16]:[1,-14;15]:[-11,-1;13]:[-1,-1;5]:[1,1;12]:[1,-3;13]:[19,7;17]:[15,2;15]:[-15,-1;16]:[5,-5;12]:[-13,-9;16]:[5,3;12]:[-3,31;15]:[21,-19;17]:[-5,-1;13]:[3,-3;11]:[1,-7;10]:[-11,-1;13]:[5,2;15]:[-9,1;13]:[-7,0;12]:
